EnsemblGeneID	Description	ChromosomeName	AssociatedGeneName	GCcontent	GeneType
ENSG00000199913	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	41.18	misc_RNA
ENSG00000207281	Y RNA [Source:RFAM;Acc:RF00019]	19	Y_RNA	42.45	misc_RNA
ENSG00000279961	Olfactory receptor 5R1  [Source:UniProtKB/Swiss-Prot;Acc:Q8NH85]	11	OR5R1	42.46	polymorphic_pseudogene
ENSG00000201245	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	13	SNORA25	35.43	snoRNA
ENSG00000206806	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	37.61	misc_RNA
ENSG00000252969	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	1	SNORA70	46.77	snoRNA
ENSG00000205989	defensin beta 109 pseudogene 1B [Source:EntrezGene;Acc:641517]	8	DEFB109P1B	36.68	unprocessed_pseudogene
ENSG00000278889	olfactory receptor family 2 subfamily S member 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8276]	9	OR2S2	52.82	polymorphic_pseudogene
ENSG00000124593	prickle homolog 4 [Source:HGNC Symbol;Acc:HGNC:16805]	6	PRICKLE4	54.39	protein_coding
ENSG00000105519	calcyphosine [Source:HGNC Symbol;Acc:HGNC:1487]	19	CAPS	58.88	protein_coding
ENSG00000226210	WAS protein family homolog 7 pseudogene [Source:EntrezGene;Acc:653635]	12	WASH7P	54.31	unprocessed_pseudogene
ENSG00000214783	polymerase (RNA) II (DNA directed) polypeptide J4, pseudogene [Source:HGNC Symbol;Acc:HGNC:28195]	7	POLR2J4	51.23	processed_transcript
ENSG00000280987	matrin 3 [Source:EntrezGene;Acc:9782]	5	MATR3	40.63	protein_coding
ENSG00000228741	spermatogenesis associated 13 [Source:EntrezGene;Acc:221178]	13	SPATA13	44.18	lincRNA
ENSG00000237941	KCNQ1 downstream neighbor (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:13335]	11	KCNQ1DN	60.97	antisense
ENSG00000278139	phosphoinositide-3-kinase regulatory subunit 3 [Source:EntrezGene;Acc:8503]	1	PIK3R3	42.19	protein_coding
ENSG00000257366	microRNA 3180-2 [Source:HGNC Symbol;Acc:HGNC:38343]	16	MIR3180-2	55.17	lincRNA
ENSG00000117461	phosphoinositide-3-kinase regulatory subunit 3 [Source:HGNC Symbol;Acc:HGNC:8981]	1	PIK3R3	40.27	protein_coding
ENSG00000265264	Mitochondrial import inner membrane translocase subunit Tim10 B  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y5J6]	11	TIMM10B	43.65	protein_coding
ENSG00000250251	polycystic kidney disease 1 (autosomal dominant) pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:30070]	16	PKD1P6	61.72	transcribed_unprocessed_pseudogene
ENSG00000251374		5	RPS23P5	39.81	processed_pseudogene
ENSG00000279132	family with sequence similarity 231 member C [Source:EntrezGene;Acc:729587]	1	FAM231C	58.12	protein_coding
ENSG00000182957	spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]	13	SPATA13	44.13	protein_coding
ENSG00000251562	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:29665]	11	MALAT1	40.27	lincRNA
ENSG00000272655		7	POLR2J4	54.06	transcribed_unprocessed_pseudogene
ENSG00000164053	ATR interacting protein [Source:HGNC Symbol;Acc:HGNC:33499]	3	ATRIP	47.47	protein_coding
ENSG00000224958	PGM5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44181]	9	PGM5-AS1	54.99	antisense
ENSG00000252690	small Cajal body-specific RNA 15 [Source:HGNC Symbol;Acc:HGNC:32572]	15	SCARNA15	38.13	processed_transcript
ENSG00000242608	ribosomal protein S23 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:35726]	5	RPS23P5	39.02	processed_pseudogene
ENSG00000280021	Olfactory receptor 51F1  [Source:UniProtKB/Swiss-Prot;Acc:A6NGY5]	11	OR51F1	44.27	polymorphic_pseudogene
ENSG00000278870		11	OR51G1	48.69	polymorphic_pseudogene
ENSG00000279263		1	OR2L8	44.94	polymorphic_pseudogene
ENSG00000206034	defensin beta 109 pseudogene 1B [Source:HGNC Symbol;Acc:HGNC:33469]	8	DEFB109P1B	36.67	unprocessed_pseudogene
ENSG00000226725	PABPC1L2B antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:50345]	X	PABPC1L2B-AS1	50.75	antisense
ENSG00000188428	biogenesis of lysosomal organelles complex-1, subunit 5, muted [Source:HGNC Symbol;Acc:HGNC:18561]	6	BLOC1S5	40	protein_coding
ENSG00000279270	Olfactory receptor 52R1  [Source:UniProtKB/Swiss-Prot;Acc:Q8NGF1]	11	OR52R1	50.84	polymorphic_pseudogene
ENSG00000172208	Olfactory receptor 4X2  [Source:UniProtKB/Swiss-Prot;Acc:Q8NGF9]	11	OR4X2	48.49	polymorphic_pseudogene
ENSG00000279260	olfactory receptor family 4 subfamily X member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14854]	11	OR4X1	49.67	polymorphic_pseudogene
ENSG00000235271	long intergenic non-protein coding RNA 1422 [Source:EntrezGene;Acc:101929539]	22	LINC01422	47.23	lincRNA
ENSG00000223839	family with sequence similarity 95 member B1 [Source:HGNC Symbol;Acc:HGNC:32318]	9	FAM95B1	53.69	lincRNA
ENSG00000227418	PCGEM1, prostate-specific transcript (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:30145]	2	PCGEM1	35.19	lincRNA
ENSG00000132286	translocase of inner mitochondrial membrane 10 homolog B (yeast) [Source:HGNC Symbol;Acc:HGNC:4022]	11	TIMM10B	47.6	protein_coding
ENSG00000226481	ACTR3B pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38677]	2	ACTR3BP2	42.46	processed_pseudogene
ENSG00000188878	Fas (TNFRSF6) binding factor 1 [Source:HGNC Symbol;Acc:HGNC:24674]	17	FBF1	53.45	protein_coding
ENSG00000243902	extracellular leucine-rich repeat and fibronectin type III domain containing 2 [Source:EntrezGene;Acc:114794]	22	ELFN2	57.74	sense_overlapping
ENSG00000166897	extracellular leucine-rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29396]	22	ELFN2	58.58	protein_coding
ENSG00000266217	cathepsin L pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:2540]	10	CTSLP2	47.52	unprocessed_pseudogene
ENSG00000279445	olfactory receptor family 4 subfamily N member 3 pseudogene [Source:EntrezGene;Acc:390539]	15	OR4N3P	46.81	unprocessed_pseudogene
ENSG00000205861	C1QTNF9B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39839]	13	C1QTNF9B-AS1	48.33	antisense
ENSG00000280090	Olfactory receptor 8B4  [Source:UniProtKB/Swiss-Prot;Acc:Q96RC9]	11	OR8B4	46.06	polymorphic_pseudogene
ENSG00000280094	Olfactory receptor 1B1  [Source:UniProtKB/Swiss-Prot;Acc:Q8NGR6]	9	OR1B1	51.56	polymorphic_pseudogene
ENSG00000256806	chromosome 17 open reading frame 100 [Source:HGNC Symbol;Acc:HGNC:34494]	17	C17orf100	50.62	lincRNA
ENSG00000238244	GABA(A) receptors associated protein like 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:4069]	15	GABARAPL3	47.46	processed_pseudogene
ENSG00000279980	GABA(A) receptors associated protein like 3, pseudogene [Source:EntrezGene;Acc:23766]	15	GABARAPL3	49	TEC
ENSG00000180425	chromosome 11 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:25937]	11	C11orf71	39.49	protein_coding
ENSG00000143248	regulator of G-protein signaling 5 [Source:HGNC Symbol;Acc:HGNC:10001]	1	RGS5	37.67	protein_coding
ENSG00000276380	ubiquitin conjugating enzyme E2N-like (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:31710]	X	UBE2NL	40.59	polymorphic_pseudogene
ENSG00000232995	regulator of G-protein signaling 5 [Source:EntrezGene;Acc:8490]	1	RGS5	37.85	antisense
ENSG00000279111	Olfactory receptor 10X1  [Source:UniProtKB/Swiss-Prot;Acc:Q8NGY0]	1	OR10X1	44.34	polymorphic_pseudogene
ENSG00000207303	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	43.14	misc_RNA
ENSG00000202343	Small nucleolar RNA SNORA2/SNORA34 family [Source:RFAM;Acc:RF00410]	6	SNORA2	41.48	snoRNA
ENSG00000238390	Small nucleolar RNA SNORA81 [Source:RFAM;Acc:RF01241]	21	SNORA81	41.24	snoRNA
ENSG00000206776	Small nucleolar RNA SNORA32 [Source:RFAM;Acc:RF00421]	8	SNORA32	33.61	snoRNA
ENSG00000276610	small nucleolar RNA, C/D box 64 [Source:HGNC Symbol;Acc:HGNC:32725]	15	SNORD64	41.79	snoRNA
ENSG00000207368	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	43.24	misc_RNA
ENSG00000274790	Y RNA [Source:RFAM;Acc:RF00019]	21	Y_RNA	38.61	misc_RNA
ENSG00000207101	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	42.16	misc_RNA
ENSG00000276601	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	17	Metazoa_SRP	45.1	misc_RNA
ENSG00000206846	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	43.62	misc_RNA
ENSG00000199220	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	38.6	misc_RNA
ENSG00000281414	U7 small nuclear RNA [Source:RFAM;Acc:RF00066]	17	U7	40.32	snRNA
ENSG00000201009	Small nucleolar RNA SNORD46 [Source:RFAM;Acc:RF00218]	7	SNORD46	48.08	snoRNA
ENSG00000281075	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	X	Metazoa_SRP	49.81	misc_RNA
ENSG00000280462	Clostridiales-1 RNA [Source:RFAM;Acc:RF01699]	2	Clostridiales-1	35.59	sRNA
ENSG00000207049	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	41.18	misc_RNA
ENSG00000252459	Small nucleolar RNA SNORA27 [Source:RFAM;Acc:RF00443]	12	SNORA27	42.11	snoRNA
ENSG00000199196	Small nucleolar RNA SNORA25 [Source:RFAM;Acc:RF00402]	13	SNORA25	39.06	snoRNA
ENSG00000202251	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	39.29	misc_RNA
ENSG00000273710	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	8	Metazoa_SRP	50.7	misc_RNA
ENSG00000206734	Y RNA [Source:RFAM;Acc:RF00019]	17	Y_RNA	43.14	misc_RNA
ENSG00000199409	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	43.56	misc_RNA
ENSG00000280636	Small nucleolar RNA SNORA43 [Source:RFAM;Acc:RF00416]	2	SNORA43	44.93	snoRNA
ENSG00000221461	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	8	U3	48.15	snoRNA
ENSG00000201351	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	42.2	misc_RNA
ENSG00000207379	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	44.86	misc_RNA
ENSG00000199321	Small nucleolar RNA SNORD60 [Source:RFAM;Acc:RF00271]	10	SNORD60	41.1	snoRNA
ENSG00000252254	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	50.44	misc_RNA
ENSG00000252349	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	17	SNORA31	41.76	snoRNA
ENSG00000239041	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	2	snoU13	46.15	snoRNA
ENSG00000252230	Small nucleolar RNA SNORD111 [Source:RFAM;Acc:RF00611]	19	SNORD111	34.88	snoRNA
ENSG00000252787	Small nucleolar RNA SNORD19 [Source:RFAM;Acc:RF00569]	3	SNORD19	43.84	snoRNA
ENSG00000222604	Small nucleolar RNA SNORA7 [Source:RFAM;Acc:RF00409]	14	SNORA7	40.91	snoRNA
ENSG00000199756	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	37.27	misc_RNA
ENSG00000212458	Small nucleolar RNA SNORA48 [Source:RFAM;Acc:RF00554]	4	SNORA48	50.77	snoRNA
ENSG00000278591	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	17	U2	46.6	snRNA
ENSG00000201114	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	39.45	misc_RNA
ENSG00000223060	Y RNA [Source:RFAM;Acc:RF00019]	19	Y_RNA	50.53	misc_RNA
ENSG00000277678	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	1	U1	51.37	snRNA
ENSG00000280736	Clostridiales-1 RNA [Source:RFAM;Acc:RF01699]	17	Clostridiales-1	38.85	sRNA
ENSG00000200422	Small nucleolar RNA SNORD45 [Source:RFAM;Acc:RF00279]	X	SNORD45	34.72	snoRNA
ENSG00000252238	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	2	SNORA31	51.19	snoRNA
ENSG00000207380	Y RNA [Source:RFAM;Acc:RF00019]	20	Y_RNA	38.05	misc_RNA
ENSG00000201426	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	42.57	misc_RNA
ENSG00000252485	Vault RNA [Source:RFAM;Acc:RF00006]	2	Vault	48.42	misc_RNA
ENSG00000212377	Small nucleolar RNA SNORD37 [Source:RFAM;Acc:RF00440]	13	SNORD37	33.33	snoRNA
ENSG00000201012	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	36.79	misc_RNA
ENSG00000274848	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	16	Metazoa_SRP	54.58	misc_RNA
ENSG00000206822	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	48.21	misc_RNA
ENSG00000207419	Small nucleolar RNA SNORA67 [Source:RFAM;Acc:RF00272]	6	SNORA67	48.59	snoRNA
ENSG00000201988	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	37.84	misc_RNA
ENSG00000252404	Small Cajal body specific RNA 16 [Source:RFAM;Acc:RF00424]	1	SCARNA16	47.83	scaRNA
ENSG00000277034	Small nucleolar RNA SNORA71 [Source:RFAM;Acc:RF00056]	20	SNORA71	51.56	snoRNA
ENSG00000280496	small nucleolar RNA, H/ACA box 17B [Source:HGNC Symbol;Acc:HGNC:32636]	9	SNORA17B	55.15	snoRNA
ENSG00000207392	small nucleolar RNA, H/ACA box 20 [Source:HGNC Symbol;Acc:HGNC:32610]	6	SNORA20	40.15	snoRNA
ENSG00000239008	Small nucleolar RNA ACA64 [Source:RFAM;Acc:RF01225]	X	ACA64	59.06	snoRNA
ENSG00000281516	Small Cajal body specific RNA 4 [Source:RFAM;Acc:RF00423]	2	SCARNA4	51.22	scaRNA
ENSG00000200496	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]	11	U8	47.01	snoRNA
ENSG00000207484	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	43.88	misc_RNA
ENSG00000278287	Deleted in lymphocytic leukemia 2 conserved region 5 [Source:RFAM;Acc:RF02109]	1	DLEU2_5	41.67	misc_RNA
ENSG00000277127	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	7	Metazoa_SRP	54.49	misc_RNA
ENSG00000201405	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	38.71	misc_RNA
ENSG00000199303	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	41.44	misc_RNA
ENSG00000280694	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	22	Metazoa_SRP	47.15	misc_RNA
ENSG00000201467	Small nucleolar RNA SNORA16B/SNORA16A family [Source:RFAM;Acc:RF00190]	X	SNORA16	46.97	snoRNA
ENSG00000252441	Small nucleolar RNA SNORA64/SNORA10 family [Source:RFAM;Acc:RF00264]	X	SNORA64	54.32	snoRNA
ENSG00000273085		11	OR52E1	43.95	polymorphic_pseudogene
ENSG00000196696	pyridoxal-dependent decarboxylase domain containing 2, pseudogene [Source:EntrezGene;Acc:283970]	16	PDXDC2P	44.73	processed_transcript
ENSG00000280913	cathepsin L pseudogene 2 [Source:EntrezGene;Acc:1517]	10	CTSLP2	48.97	transcribed_unprocessed_pseudogene
ENSG00000277051	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	20	Metazoa_SRP	51.13	misc_RNA
ENSG00000253049	Small nucleolar RNA SNORA43 [Source:RFAM;Acc:RF00416]	3	SNORA43	57.28	snoRNA
ENSG00000206995	Y RNA [Source:RFAM;Acc:RF00019]	15	Y_RNA	41.18	misc_RNA
ENSG00000207408	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	42.48	misc_RNA
ENSG00000277592	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	3	Metazoa_SRP	54.87	misc_RNA
ENSG00000239069	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	41.18	misc_RNA
ENSG00000275877	5.8S ribosomal RNA [Source:RFAM;Acc:RF00002]	20	5_8S_rRNA	52.63	rRNA
ENSG00000203436	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	4	Metazoa_SRP	56.23	misc_RNA
ENSG00000274004	H19 conserved region 3 [Source:RFAM;Acc:RF01974]	11	H19_3	55.65	misc_RNA
ENSG00000222997	Y RNA [Source:RFAM;Acc:RF00019]	10	Y_RNA	40.62	misc_RNA
ENSG00000212335	Y RNA [Source:RFAM;Acc:RF00019]	14	Y_RNA	41.59	misc_RNA
ENSG00000275001	TUC338 [Source:RFAM;Acc:RF02271]	10	uc_338	39.56	misc_RNA
ENSG00000207139	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	38.61	misc_RNA
ENSG00000275559	Deleted in lymphocytic leukemia 2 conserved region 6 [Source:RFAM;Acc:RF02110]	13	DLEU2_6	47.79	misc_RNA
ENSG00000201129	Small nucleolar RNA SNORA58 [Source:RFAM;Acc:RF00418]	1	SNORA58	48.53	snoRNA
ENSG00000274357	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	13	Metazoa_SRP	47.27	misc_RNA
ENSG00000252486	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	37.61	misc_RNA
ENSG00000276396	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	4	Metazoa_SRP	50	misc_RNA
ENSG00000201282	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	41.18	misc_RNA
ENSG00000207499	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	44.12	misc_RNA
ENSG00000201990	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	44.66	misc_RNA
ENSG00000212422	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	7	U3	43.26	snoRNA
ENSG00000200235	Small nucleolar RNA SNORA27 [Source:RFAM;Acc:RF00443]	5	SNORA27	37.3	snoRNA
ENSG00000238936	Small nucleolar RNA SNORD65 [Source:RFAM;Acc:RF00571]	8	SNORD65	41.1	snoRNA
ENSG00000201346	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	20	U3	43.87	snoRNA
ENSG00000212590	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	7	SNORA26	45.9	snoRNA
ENSG00000207283	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	43.14	misc_RNA
ENSG00000251974	Small nucleolar RNA SNORA19 [Source:RFAM;Acc:RF00413]	2	SNORA19	36.92	snoRNA
ENSG00000200256	Y RNA [Source:RFAM;Acc:RF00019]	11	Y_RNA	37.61	misc_RNA
ENSG00000221639	Small nucleolar RNA SNORA3/SNORA45 family [Source:RFAM;Acc:RF00334]	4	SNORA3	52.8	snoRNA
ENSG00000264346	Small nucleolar RNA SNORA77 [Source:RFAM;Acc:RF00599]	22	SNORA77	55.2	snoRNA
ENSG00000200502	Y RNA [Source:RFAM;Acc:RF00019]	9	Y_RNA	46.53	misc_RNA
ENSG00000201370	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	47.83	misc_RNA
ENSG00000206636	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	40.2	misc_RNA
ENSG00000207062	Small nucleolar RNA SNORA15 [Source:RFAM;Acc:RF00398]	7	SNORA15	36.3	snoRNA
ENSG00000207147	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	21	SNORA51	50	snoRNA
ENSG00000252917	Small nucleolar RNA SNORA74 [Source:RFAM;Acc:RF00090]	12	SNORA74	46.75	snoRNA
ENSG00000276678	Ghrelin opposite strand RNA conserved region [Source:RFAM;Acc:RF02126]	3	GHRLOS	47.14	misc_RNA
ENSG00000277950	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	22	Metazoa_SRP	53.2	misc_RNA
ENSG00000207386	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	41.9	misc_RNA
ENSG00000271907	Small nucleolar RNA SNORA35 [Source:RFAM;Acc:RF00566]	X	SNORA35	43.41	snoRNA
ENSG00000239035	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	15	snoU13	47.12	snoRNA
ENSG00000199764	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	39.81	misc_RNA
ENSG00000275693	FAS antisense RNA 1 conserved region [Source:RFAM;Acc:RF02116]	10	FAS-AS1	37.06	misc_RNA
ENSG00000206705	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	40.2	misc_RNA
ENSG00000206925	Y RNA [Source:RFAM;Acc:RF00019]	19	Y_RNA	40.71	misc_RNA
ENSG00000202021	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	41.18	misc_RNA
ENSG00000207047	small nucleolar RNA, C/D box 51 [Source:HGNC Symbol;Acc:HGNC:10201]	2	SNORD51	38.75	snoRNA
ENSG00000206741	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	40.71	misc_RNA
ENSG00000207022	Small nucleolar RNA SNORA51 [Source:RFAM;Acc:RF00432]	1	SNORA51	54.84	snoRNA
ENSG00000207405	small nucleolar RNA, H/ACA box 64 [Source:HGNC Symbol;Acc:HGNC:10221]	16	SNORA64	55.22	snoRNA
ENSG00000273524	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	18	Metazoa_SRP	57.75	misc_RNA
ENSG00000275041	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	8	Metazoa_SRP	53.17	misc_RNA
ENSG00000276902	Y RNA [Source:RFAM;Acc:RF00019]	21	Y_RNA	38.61	misc_RNA
ENSG00000202035	Y RNA [Source:RFAM;Acc:RF00019]	7	Y_RNA	49.02	misc_RNA
ENSG00000281322	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	40.48	misc_RNA
ENSG00000274458	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	10	SNORA40	34.38	snoRNA
ENSG00000212338	Small nucleolar RNA SNORA67 [Source:RFAM;Acc:RF00272]	1	SNORA67	51.4	snoRNA
ENSG00000275616	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]	17	U2	46.6	snRNA
ENSG00000206850	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	42.86	misc_RNA
ENSG00000212371	Small nucleolar RNA SNORA46 [Source:RFAM;Acc:RF00404]	14	SNORA46	41.83	snoRNA
ENSG00000207426	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	42.48	misc_RNA
ENSG00000201980	Small nucleolar RNA SNORA62/SNORA6 family [Source:RFAM;Acc:RF00091]	11	SNORA62	43.14	snoRNA
ENSG00000280502	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	11	Metazoa_SRP	51.85	misc_RNA
ENSG00000278189	RNA, 5.8S ribosomal 5 [Source:HGNC Symbol;Acc:HGNC:37660]	21	RNA5-8S5	57.52	rRNA
ENSG00000200385	Small nucleolar RNA SNORA42/SNORA80 family [Source:RFAM;Acc:RF00406]	14	SNORA42	47.45	snoRNA
ENSG00000201134	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	41.18	misc_RNA
ENSG00000253051	Small nucleolar RNA SNORA31 [Source:RFAM;Acc:RF00322]	13	SNORA31	45.52	snoRNA
ENSG00000277717	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	X	U6	36.89	snRNA
ENSG00000199899	Y RNA [Source:RFAM;Acc:RF00019]	12	Y_RNA	37.37	misc_RNA
ENSG00000207151	Y RNA [Source:RFAM;Acc:RF00019]	X	Y_RNA	45.1	misc_RNA
ENSG00000253092	Small nucleolar RNA SNORA81 [Source:RFAM;Acc:RF01241]	3	SNORA81	37.88	snoRNA
ENSG00000199698	Y RNA [Source:RFAM;Acc:RF00019]	21	Y_RNA	39.22	misc_RNA
ENSG00000200294	Small nucleolar RNA SNORA36 family [Source:RFAM;Acc:RF00340]	10	SNORA36	38.64	snoRNA
ENSG00000201635	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	42.86	misc_RNA
ENSG00000200693	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	14	U3	45.1	snoRNA
ENSG00000207293	Y RNA [Source:RFAM;Acc:RF00019]	5	Y_RNA	44.12	misc_RNA
ENSG00000274017	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	12	Metazoa_SRP	55.2	misc_RNA
ENSG00000199938	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	38.68	misc_RNA
ENSG00000276055	CLRN1 antisense RNA 1 conserved region [Source:RFAM;Acc:RF02089]	3	CLRN1-AS1	39.24	misc_RNA
ENSG00000221083	Small nucleolar RNA SNORA77 [Source:RFAM;Acc:RF00599]	1	SNORA77	55.2	snoRNA
ENSG00000206775	small nucleolar RNA, C/D box 37 [Source:HGNC Symbol;Acc:HGNC:10166]	19	SNORD37	43.94	snoRNA
ENSG00000277677	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	15	Metazoa_SRP	52.65	misc_RNA
ENSG00000207131	Y RNA [Source:RFAM;Acc:RF00019]	6	Y_RNA	41.59	misc_RNA
ENSG00000202071	Y RNA [Source:RFAM;Acc:RF00019]	3	Y_RNA	39.22	misc_RNA
ENSG00000201216	Y RNA [Source:RFAM;Acc:RF00019]	8	Y_RNA	40.82	misc_RNA
ENSG00000200377	Small nucleolar RNA SNORD56 [Source:RFAM;Acc:RF00275]	2	SNORD56	39.44	snoRNA
ENSG00000206711	Y RNA [Source:RFAM;Acc:RF00019]	4	Y_RNA	37	misc_RNA
ENSG00000199515	Y RNA [Source:RFAM;Acc:RF00019]	22	Y_RNA	44.09	misc_RNA
ENSG00000200171	Y RNA [Source:RFAM;Acc:RF00019]	1	Y_RNA	44.79	misc_RNA
ENSG00000271817	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	4	U3	45.66	snoRNA
ENSG00000202141	Y RNA [Source:RFAM;Acc:RF00019]	2	Y_RNA	42.48	misc_RNA
ENSG00000275661	H19 conserved region 3 [Source:RFAM;Acc:RF01974]	KI270721.1	H19_3	63.79	misc_RNA
ENSG00000281061	Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017]	15	Metazoa_SRP	48.72	misc_RNA
ENSG00000207145	small nucleolar RNA, H/ACA box 18 [Source:HGNC Symbol;Acc:HGNC:32608]	11	SNORA18	44.7	snoRNA
ENSG00000201398	U8 small nucleolar RNA [Source:RFAM;Acc:RF00096]	3	U8	43.38	snoRNA
ENSG00000276027	RNA, U12 small nuclear [Source:HGNC Symbol;Acc:HGNC:19380]	22	RNU12	52	snRNA
